latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
-2.125,38.125,767.0,10800,Africa/Nairobi,GMT+3

time,temperature_2m (°C),wind_speed_10m (km/h),soil_temperature_18cm (°C),soil_moisture_1_to_3cm (m³/m³),soil_moisture_0_to_1cm (m³/m³),soil_temperature_54cm (°C),visibility (m),cloud_cover_high (%),showers (mm),rain (mm),precipitation (mm),relative_humidity_2m (%)
2025-10-09T14:00,30.4,22.7,27.8,0.067,0.047,27.2,24140.00,0,0.00,0.00,0.00,36
2025-10-09T15:00,30.4,23.8,28.3,0.067,0.045,27.2,24140.00,0,0.00,0.00,0.00,37
2025-10-09T16:00,29.6,24.3,28.7,0.067,0.044,27.2,24140.00,0,0.00,0.00,0.00,40
2025-10-09T17:00,28.2,24.6,29.1,0.066,0.044,27.3,24140.00,0,0.00,0.00,0.00,44
2025-10-09T18:00,26.9,24.2,29.3,0.066,0.044,27.3,24140.00,0,0.00,0.00,0.00,49
2025-10-09T19:00,25.8,22.9,29.4,0.066,0.044,27.3,24140.00,0,0.00,0.00,0.00,54
2025-10-09T20:00,24.8,20.9,29.3,0.065,0.045,27.3,24140.00,0,0.00,0.00,0.00,60
2025-10-09T21:00,23.8,19.1,29.1,0.065,0.046,27.3,24140.00,0,0.00,0.00,0.00,65
2025-10-09T22:00,22.9,18.5,28.9,0.065,0.048,27.3,24140.00,0,0.00,0.00,0.00,70
2025-10-09T23:00,22.0,18.2,28.7,0.065,0.052,27.3,24140.00,0,0.00,0.00,0.00,76
2025-10-10T00:00,21.3,17.4,28.4,0.065,0.054,27.3,24140.00,0,0.00,0.00,0.00,80
2025-10-10T01:00,20.7,15.9,28.2,0.065,0.055,27.3,24140.00,1,0.00,0.00,0.00,83
2025-10-10T02:00,20.2,13.8,27.9,0.065,0.056,27.3,24140.00,1,0.00,0.00,0.00,86
2025-10-10T03:00,19.8,11.6,27.6,0.065,0.056,27.3,24140.00,2,0.00,0.00,0.00,88
2025-10-10T04:00,19.3,8.6,27.4,0.065,0.056,27.3,24140.00,2,0.00,0.00,0.00,91
2025-10-10T05:00,18.8,5.3,27.1,0.065,0.057,27.3,24140.00,1,0.00,0.00,0.00,93
2025-10-10T06:00,18.9,3.7,26.8,0.065,0.057,27.3,24140.00,1,0.00,0.00,0.00,92
2025-10-10T07:00,19.9,4.8,26.6,0.065,0.057,27.3,24140.00,19,0.00,0.00,0.00,86
2025-10-10T08:00,21.4,8.2,26.3,0.065,0.057,27.3,24140.00,36,0.00,0.00,0.00,76
2025-10-10T09:00,23.2,11.4,26.2,0.065,0.056,27.3,24140.00,54,0.00,0.00,0.00,66
2025-10-10T10:00,25.3,14.5,26.4,0.065,0.054,27.3,24140.00,39,0.00,0.00,0.00,56
2025-10-10T11:00,27.6,17.8,26.7,0.065,0.051,27.2,24140.00,24,0.00,0.00,0.00,45
2025-10-10T12:00,29.4,20.9,27.1,0.065,0.048,27.2,24140.00,9,0.00,0.00,0.00,37
2025-10-10T13:00,30.5,22.5,27.6,0.065,0.046,27.2,24140.00,7,0.00,0.00,0.00,33
2025-10-10T14:00,31.2,23.3,28.2,0.064,0.043,27.3,24140.00,5,0.00,0.00,0.00,31
2025-10-10T15:00,31.2,23.7,28.8,0.064,0.042,27.3,24140.00,3,0.00,0.00,0.00,32
2025-10-10T16:00,30.3,24.2,29.2,0.064,0.041,27.3,24140.00,2,0.00,0.00,0.00,35
2025-10-10T17:00,28.6,24.1,29.6,0.063,0.042,27.3,24140.00,1,0.00,0.00,0.00,41
2025-10-10T18:00,27.1,23.8,29.8,0.063,0.042,27.3,24140.00,0,0.00,0.00,0.00,47
2025-10-10T19:00,25.8,22.6,29.9,0.063,0.042,27.3,24140.00,0,0.00,0.00,0.00,53
2025-10-10T20:00,24.6,20.7,29.7,0.063,0.043,27.4,24140.00,0,0.00,0.00,0.00,60
2025-10-10T21:00,23.5,19.2,29.6,0.063,0.044,27.4,24140.00,0,0.00,0.00,0.00,66
2025-10-10T22:00,22.6,18.3,29.4,0.063,0.046,27.4,24140.00,0,0.00,0.00,0.00,72
2025-10-10T23:00,21.8,17.9,29.1,0.062,0.050,27.4,24140.00,0,0.00,0.00,0.00,78

time,sunrise (iso8601),sunset (iso8601),uv_index_max ()
2025-09-27,2025-09-27T06:14,2025-09-27T18:22,9.55
2025-09-28,2025-09-28T06:14,2025-09-28T18:21,9.55
2025-09-29,2025-09-29T06:14,2025-09-29T18:21,9.60
2025-09-30,2025-09-30T06:13,2025-09-30T18:21,9.55
2025-10-01,2025-10-01T06:13,2025-10-01T18:20,9.55
2025-10-02,2025-10-02T06:12,2025-10-02T18:20,9.45
2025-10-03,2025-10-03T06:12,2025-10-03T18:20,9.50
2025-10-04,2025-10-04T06:12,2025-10-04T18:20,6.30
2025-10-05,2025-10-05T06:11,2025-10-05T18:19,8.95
2025-10-06,2025-10-06T06:11,2025-10-06T18:19,7.80
2025-10-07,2025-10-07T06:11,2025-10-07T18:19,9.50
2025-10-08,2025-10-08T06:10,2025-10-08T18:19,8.75
2025-10-09,2025-10-09T06:10,2025-10-09T18:19,8.90
2025-10-10,2025-10-10T06:10,2025-10-10T18:18,8.40
